Video,mos_j,sos_j,ref,name,bitladder,resolution,bitrate,orientation,framerate,content_name,height,width
07c123959b96c0c3bc5d65ac783ac3e4,24.720917265976727,3.242251005845244,0,360p_0.2M_#843383304_347_168_178.mp4,360p_0.2M_,360p,0.2M,Landscape,30.0,843383304_347_168_178.mp4,360,640
9a76c1a7cae6375163496b90a025d58b,24.809053626031112,2.823488213748564,0,360p_0.2M_#735793364_15_2_12.mp4,360p_0.2M_,360p,0.2M,Landscape,30.0,735793364_15_2_12.mp4,360,640
63760b01df11bd3be1bc97f4ea6e55aa,24.874237798101024,3.532836552501986,0,360p_0.2M_#758303283_232_111_121.mp4,360p_0.2M_,360p,0.2M,Landscape,60.0,758303283_232_111_121.mp4,360,640
030b8c9a912d6f77c24e9e464b81b0a6,25.107812402518988,3.488373851743745,0,360p_0.2M_#773441630_6_0_6.mp4,360p_0.2M_,360p,0.2M,Portrait,30.0,773441630_6_0_6.mp4,640,360
02072935518f51e0457ab6f63920d5c4,25.12771129163202,2.831532153517873,0,1080p_0.5M_#884392820_48_19_29.mp4,1080p_0.5M_,1080p,0.5M,Landscape,28.92,884392820_48_19_29.mp4,1080,1920
1f948800552fa07ba2456bed605d39d6,25.14214659038217,2.831550496717388,0,360p_0.2M_#741666524_89_39_49.mp4,360p_0.2M_,360p,0.2M,Landscape,30.0,741666524_89_39_49.mp4,360,640
9207a97df33e36145ae32e33adec91a5,25.245922735716693,2.017951969735849,0,360p_0.2M_#856188604_325_157_167.mp4,360p_0.2M_,360p,0.2M,Landscape,59.94,856188604_325_157_167.mp4,360,640
36c26fb962113748b98308527297f7c9,25.37387992409512,2.292574453121324,0,720p_0.5M_#769014351_197_93_103.mp4,720p_0.5M_,720p,0.5M,Portrait,24.0,769014351_197_93_103.mp4,1280,720
d0c3c39f47f21d53ab847549074af72c,25.429765165722383,3.3049390292493186,0,720p_0.5M_#678888449_14_2_12.mp4,720p_0.5M_,720p,0.5M,Landscape,29.38,678888449_14_2_12.mp4,720,1280
d2226c7c77e29db83074c2c594662a80,25.48407046052688,3.1508240559527887,0,360p_0.2M_#699918721_266_127_137.mp4,360p_0.2M_,360p,0.2M,Landscape,60.0,699918721_266_127_137.mp4,360,640
694267d45ae40f743c2b4c5d74ae478f,25.68508166417368,2.82429549827882,0,360p_0.2M_#901617405_71_30_40.mp4,360p_0.2M_,360p,0.2M,Landscape,30.0,901617405_71_30_40.mp4,360,640
6596523e8a3f7dd388a975ccd73a4d65,25.910797948263813,3.3665996110022154,0,360p_0.2M_#735082312_10_0_10.mp4,360p_0.2M_,360p,0.2M,Portrait,30.0,735082312_10_0_10.mp4,640,360
bda6f339f3dd9a47e626207c5743939e,26.43616393544005,3.5584083899203764,0,360p_0.2M_#898572209_96_43_53.mp4,360p_0.2M_,360p,0.2M,Portrait,59.94,898572209_96_43_53.mp4,640,360
4d88afaca6a82a3e40716353d539d66a,26.57466692739528,3.387844314869665,0,360p_0.2M_#kawah-ijen_196_93_103.mp4,360p_0.2M_,360p,0.2M,Landscape,60.0,kawah-ijen_196_93_103.mp4,360,640
a34d229ca4b179b471d5e81f0e7d9cc0,26.61241855940302,3.5464398613141723,0,1080p_0.5M_#824247580_126_58_68.mp4,1080p_0.5M_,1080p,0.5M,Landscape,30.0,824247580_126_58_68.mp4,1080,1920
cbdfc4d459006e47ad4a05c256eb592f,26.744178375168985,2.7197585051105726,0,360p_0.2M_#758915623_441_215_225.mp4,360p_0.2M_,360p,0.2M,Landscape,30.0,758915623_441_215_225.mp4,360,640
555b5b0c8bc8ba1d925f596b9a1476dc,26.76910266972977,2.459741444363745,0,360p_0.2M_#655913885_897_443_453.mp4,360p_0.2M_,360p,0.2M,Landscape,29.09,655913885_897_443_453.mp4,360,640
f952249edc546b7fc05c0066d68136d4,27.02219499338981,3.4633324085953223,0,360p_0.2M_#poweredwheelchairfranco_27_8_18.mp4,360p_0.2M_,360p,0.2M,Portrait,30.0,poweredwheelchairfranco_27_8_18.mp4,640,360
a3cf340ca1a4f3dcb515a67cefd22ddb,27.086893431324764,2.0995455094227964,0,360p_0.2M_#foamtruckstart_82_36_46.mp4,360p_0.2M_,360p,0.2M,Portrait,30.0,foamtruckstart_82_36_46.mp4,640,360
ef388cdb049f42c749c72516a6525078,27.33206374076205,3.3041382638681784,0,360p_0.2M_#713124387_424_206_216.mp4,360p_0.2M_,360p,0.2M,Portrait,30.0,713124387_424_206_216.mp4,640,360
372c6b24f14118b6cf5c01b8e9aafccf,27.36861386182472,2.942006328715015,0,360p_0.2M_#862720976_140_65_75.mp4,360p_0.2M_,360p,0.2M,Landscape,30.0,862720976_140_65_75.mp4,360,640
bc95a1d6bd4a6cf7d9c75e06cc062be7,27.43691582958485,3.709579788934647,0,360p_0.2M_#688178171_101_45_55.mp4,360p_0.2M_,360p,0.2M,Landscape,30.0,688178171_101_45_55.mp4,360,640
5a4685e693378cbcc94c4533d95a96aa,27.550933005469748,3.2004218798985,0,360p_0.2M_#835949638_121_55_65.mp4,360p_0.2M_,360p,0.2M,Landscape,29.0,835949638_121_55_65.mp4,360,640
634e64b92d0634055b7ba8c018fe7fc2,27.67221881236749,3.1934256767157287,0,360p_0.2M_#764630636_387_188_198.mp4,360p_0.2M_,360p,0.2M,Landscape,29.97,764630636_387_188_198.mp4,360,640
1cbe97d9ef962005a6e5b650ccf900af,27.714347944694,3.1310118360378283,0,720p_0.5M_#805744375_22_6_16.mp4,720p_0.5M_,720p,0.5M,Landscape,29.97,805744375_22_6_16.mp4,720,1280
8f5488aef193fa3543c301a5a06e7deb,27.74223251724961,3.2999592637771222,0,360p_0.2M_#887595733_28_9_19.mp4,360p_0.2M_,360p,0.2M,Portrait,24.0,887595733_28_9_19.mp4,640,360
b9d8503ce619c6248aa514cfe81fc5a7,28.07906221100912,2.3249441880627693,0,360p_0.2M_#695391654_182_85_95.mp4,360p_0.2M_,360p,0.2M,Portrait,30.0,695391654_182_85_95.mp4,640,360
b409acddd14f27472449a2a34e0d9b1c,28.221771408851744,2.64662898878134,0,360p_0.2M_#858520528_326_158_168.mp4,360p_0.2M_,360p,0.2M,Landscape,60.0,858520528_326_158_168.mp4,360,640
f3d1df9b1016ce1fdbf00e59870266df,28.24874478511394,3.4071207957728404,0,360p_0.2M_#872224377_7_0_7.mp4,360p_0.2M_,360p,0.2M,Landscape,30.0,872224377_7_0_7.mp4,360,640
91e71b39e253ef247b74c7ad7b76b666,28.330057179744607,2.707574476192625,0,360p_0.2M_#688515264_97_43_53.mp4,360p_0.2M_,360p,0.2M,Landscape,30.0,688515264_97_43_53.mp4,360,640
3fcc9e1e321d8deb1339333d324a4d29,28.33056755452713,3.3994112888646724,0,360p_0.2M_#848737458_164_77_87.mp4,360p_0.2M_,360p,0.2M,Portrait,60.0,848737458_164_77_87.mp4,640,360
bb87f4e2b4da81a11a077bb9c76c2cd9,28.415681958043404,3.043179262450085,0,360p_0.2M_#750354157_134_62_72.mp4,360p_0.2M_,360p,0.2M,Landscape,60.0,750354157_134_62_72.mp4,360,640
acdc99ee7f785c79175e262a5bbde9c4,28.497485737722258,2.7162379444985323,0,1080p_0.5M_#769409578_58_24_34.mp4,1080p_0.5M_,1080p,0.5M,Portrait,30.0,769409578_58_24_34.mp4,1920,1080
c934140abc52dc4d76c1d461c2acc9c7,28.639133481425866,3.445159408945809,0,360p_0.2M_#732998056_179_84_94.mp4,360p_0.2M_,360p,0.2M,Portrait,59.94,732998056_179_84_94.mp4,640,360
d7bd62e363242226141b59585aa567b7,28.78248088272676,2.9159519075046942,0,720p_0.5M_#776696034_61_25_35.mp4,720p_0.5M_,720p,0.5M,Landscape,28.934,776696034_61_25_35.mp4,720,1280
0a4ff61e8dcae81528566d3fd46f715a,29.2016149828107,3.432876651780916,0,360p_0.2M_#884392820_48_19_29.mp4,360p_0.2M_,360p,0.2M,Landscape,28.92,884392820_48_19_29.mp4,360,640
7b15e843790150afc56f385f9c28b55c,29.27830327455242,3.7426991019141655,0,360p_0.2M_#821509920_7_0_7.mp4,360p_0.2M_,360p,0.2M,Landscape,59.94,821509920_7_0_7.mp4,360,640
91c2df2ac1707fdcbffb49fc52fc1634,29.27999419393478,3.2860859894722685,0,1080p_0.5M_#809976729_5_0_5.mp4,1080p_0.5M_,1080p,0.5M,Landscape,28.63,809976729_5_0_5.mp4,1080,1920
3dc42e77d89e3a19ee98c65ddbe5417e,29.31630078982952,2.921212627950627,0,360p_0.2M_#816938739_186_88_98.mp4,360p_0.2M_,360p,0.2M,Portrait,30.0,816938739_186_88_98.mp4,640,360
a7a427d53f3837ed4bb0b6083f2896e0,29.487377893817644,2.4679099193266723,0,1080p_0.5M_#862720976_140_65_75.mp4,1080p_0.5M_,1080p,0.5M,Landscape,30.0,862720976_140_65_75.mp4,1080,1920
5015d4d346acce3616ded54e1207e7d9,29.576225766439297,3.2567682171156,0,360p_0.2M_#776449795_170_80_90.mp4,360p_0.2M_,360p,0.2M,Portrait,29.97,776449795_170_80_90.mp4,640,360
951f9985786bc90da1275b6aa40191f9,29.717039017327497,3.3224506530782407,0,360p_0.2M_#735087156_12_1_11.mp4,360p_0.2M_,360p,0.2M,Portrait,30.0,735087156_12_1_11.mp4,640,360
3fbf3716e6530c133fa5b01486e2fa8b,29.730525329354784,2.662413783098432,0,360p_0.2M_#657246400_24_7_17.mp4,360p_0.2M_,360p,0.2M,Portrait,30.0,657246400_24_7_17.mp4,640,360
5d94ccaf4b5e449566a9fc95ed288d37,29.87247928607869,2.736519687818823,0,360p_0.2M_#884052389_1973_981_991.mp4,360p_0.2M_,360p,0.2M,Landscape,30.0,884052389_1973_981_991.mp4,360,640
c7e180e0a499f9177e0e5f8190fe8c61,29.88786288819682,3.649504375760959,0,360p_0.2M_#872224182_8_0_8.mp4,360p_0.2M_,360p,0.2M,Landscape,30.0,872224182_8_0_8.mp4,360,640
1fe549557a2cdcc91e98454e9dc0f95e,29.95355013561552,3.051343332097755,0,360p_0.2M_#690592653_282_135_145.mp4,360p_0.2M_,360p,0.2M,Landscape,60.0,690592653_282_135_145.mp4,360,640
ceab97884023625e659063639c5aff8c,30.07879243269109,3.4053156635131705,0,720p_0.5M_#752645824_111_50_60.mp4,720p_0.5M_,720p,0.5M,Landscape,30.0,752645824_111_50_60.mp4,720,1280
026283fab91ab9dfb77e9a24829c7ddf,30.07960903332918,3.2580677969676315,0,360p_0.2M_#809976729_5_0_5.mp4,360p_0.2M_,360p,0.2M,Landscape,28.63,809976729_5_0_5.mp4,360,640
613df357c9c25c48815dc07f456afbc4,30.191762260682207,4.080273083418765,0,360p_0.2M_#719939677_37_13_23.mp4,360p_0.2M_,360p,0.2M,Landscape,29.97,719939677_37_13_23.mp4,360,640
58f6d7b995b6967a8b73f988d4631458,30.2003372116788,2.9666503864926,0,360p_0.2M_#805745914_4_0_4.mp4,360p_0.2M_,360p,0.2M,Landscape,30.0,805745914_4_0_4.mp4,360,640
12349d9f1d8588371783ecb1205540d3,30.20169156086224,2.0487700820788,0,360p_0.2M_#900633385_18_4_14.mp4,360p_0.2M_,360p,0.2M,Portrait,30.0,900633385_18_4_14.mp4,640,360
be7178697ae3ca27e2dbe6b6462e45a4,30.285395366613653,3.895708257190394,0,360p_0.2M_#1591villagegreenway_103_46_56.mp4,360p_0.2M_,360p,0.2M,Landscape,23.976,1591villagegreenway_103_46_56.mp4,360,640
cb877ceda94f32fcb6b13fe0440923bd,30.33171428309698,2.665265439800175,0,1080p_0.5M_#699918721_266_127_137.mp4,1080p_0.5M_,1080p,0.5M,Landscape,60.0,699918721_266_127_137.mp4,1080,1920
034c0dc83a0301c771ee57d91690049a,30.397419895343507,3.438254441465197,0,1080p_0.5M_#717139768_379_184_194.mp4,1080p_0.5M_,1080p,0.5M,Portrait,30.0,717139768_379_184_194.mp4,1920,1080
0aa42d94207581f2947f4b79b751c1bd,30.46479453021344,2.9285128234036826,0,360p_0.2M_#871637913_137_63_73.mp4,360p_0.2M_,360p,0.2M,Portrait,29.97,871637913_137_63_73.mp4,640,360
92daa00c3f2fdde2780f0827f0ce93bf,30.584460150660508,3.494350079937771,0,360p_0.2M_#707843735_68_29_39.mp4,360p_0.2M_,360p,0.2M,Landscape,30.0,707843735_68_29_39.mp4,360,640
df5321e75e09f14dd4193f464d579996,30.58671349703041,3.2092847115503127,0,1080p_0.5M_#752645824_111_50_60.mp4,1080p_0.5M_,1080p,0.5M,Landscape,30.0,752645824_111_50_60.mp4,1080,1920
755552d5f9fc036a52923e98452862bb,30.778573877176385,3.586107563019488,0,1080p_0.5M_#820833145_123_56_66.mp4,1080p_0.5M_,1080p,0.5M,Landscape,30.0,820833145_123_56_66.mp4,1080,1920
45046d50fbb1da1e95ed974a7b8f0105,30.83110932603499,3.8641912980822566,0,360p_0.2M_#715328748_73_31_41.mp4,360p_0.2M_,360p,0.2M,Portrait,30.0,715328748_73_31_41.mp4,640,360
05476828e71d11eae2ca3aaa41b091e4,30.847915409756805,3.0938079527199505,0,360p_0.2M_#823204344_1274_632_642.mp4,360p_0.2M_,360p,0.2M,Landscape,30.0,823204344_1274_632_642.mp4,360,640
b4cb6f1cb7c725506f7e0aae544da226,31.11950261755685,3.277428030065516,0,360p_0.2M_#842261127_73_31_41.mp4,360p_0.2M_,360p,0.2M,Landscape,29.97,842261127_73_31_41.mp4,360,640
a8610cb6f3935822be509af41f0ca4f3,31.20887591883951,2.40557292623959,0,360p_0.2M_#762669769_59_24_34.mp4,360p_0.2M_,360p,0.2M,Landscape,30.0,762669769_59_24_34.mp4,360,640
3214bd6f0add1dd1fc2cbfa424bf9e42,31.45129621164289,3.438264252829837,0,360p_0.2M_#708082877_57_23_33.mp4,360p_0.2M_,360p,0.2M,Landscape,30.0,708082877_57_23_33.mp4,360,640
08337c9cd7baebf1bc2c0fe413ada7a4,31.567653414673384,2.49986030961506,0,360p_0.2M_#813734124_61_25_35.mp4,360p_0.2M_,360p,0.2M,Landscape,30.0,813734124_61_25_35.mp4,360,640
f483f35112485c828753f1cf7e388d8d,31.767818227609347,3.135777694459483,0,720p_0.5M_#824247580_126_58_68.mp4,720p_0.5M_,720p,0.5M,Landscape,30.0,824247580_126_58_68.mp4,720,1280
619b42528b455c552d599f420d7c59f8,31.78775918887007,3.0504782575536544,0,360p_0.2M_#694464946_32_11_21.mp4,360p_0.2M_,360p,0.2M,Portrait,29.97,694464946_32_11_21.mp4,640,360
908f2c668f8cd9567ac0db3b71ddf72b,31.8678664728404,2.5468912993411634,0,360p_0.2M_#836405394_204_97_107.mp4,360p_0.2M_,360p,0.2M,Portrait,26.054,836405394_204_97_107.mp4,640,360
ca029c2735baf3bac8d6b1e1984bf6e4,31.951429480854955,2.4221900131838674,0,360p_0.2M_#817166785_31_10_20.mp4,360p_0.2M_,360p,0.2M,Portrait,29.97,817166785_31_10_20.mp4,640,360
6af9375ca9eeae9cbaf55f9109a8e334,31.97921178082581,2.9382569774811005,0,360p_0.2M_#684927396_377_183_193.mp4,360p_0.2M_,360p,0.2M,Landscape,29.671,684927396_377_183_193.mp4,360,640
2bc0086a08685ecdd1b9e7853d1a1e26,32.10155963297913,2.343274307755182,0,360p_0.2M_#780642450_241_115_125.mp4,360p_0.2M_,360p,0.2M,Portrait,30.0,780642450_241_115_125.mp4,640,360
5fe9c66257ec1c2e4778e8fa0ccf015e,32.11667041724099,3.591974438236877,0,720p_0.5M_#820833145_123_56_66.mp4,720p_0.5M_,720p,0.5M,Landscape,30.0,820833145_123_56_66.mp4,720,1280
12e9736a1257c766aa71a5eb33c00019,32.22327211866689,3.323797999275776,0,1080p_0.5M_#735082312_10_0_10.mp4,1080p_0.5M_,1080p,0.5M,Portrait,30.0,735082312_10_0_10.mp4,1920,1080
bc6669e382068b2c433e917ab2637feb,32.30109453733062,3.6702022087272224,0,360p_0.2M_#860739591_53_21_31.mp4,360p_0.2M_,360p,0.2M,Landscape,24.589,860739591_53_21_31.mp4,360,640
ce80a8bdf8d55d04d45f153d4988da8b,32.344328146018206,3.2661423429485605,0,360p_0.2M_#736935477_57_23_33.mp4,360p_0.2M_,360p,0.2M,Landscape,59.94,736935477_57_23_33.mp4,360,640
fec90bebf12dc768a88b35f1826c7d0a,32.368115842735286,2.2821856910656644,0,360p_0.2M_#ffrecce_186_88_98.mp4,360p_0.2M_,360p,0.2M,Landscape,29.97,ffrecce_186_88_98.mp4,360,640
266fc6d077f838deb3f25b587a5cbf6b,32.38809950289354,3.204235624940213,0,1080p_0.5M_#835949638_121_55_65.mp4,1080p_0.5M_,1080p,0.5M,Landscape,29.0,835949638_121_55_65.mp4,1080,1920
37533babc4d61a7c239478c78d7e7aac,32.41928100746572,2.9356340863264685,0,360p_0.2M_#805747485_11_0_10.mp4,360p_0.2M_,360p,0.2M,Landscape,30.0,805747485_11_0_10.mp4,360,640
2149ecd1106a31b16e4fd7591c3bc12f,32.48361335303278,3.5988767135597084,0,360p_0.2M_#691263488_545_267_277.mp4,360p_0.2M_,360p,0.2M,Landscape,29.97,691263488_545_267_277.mp4,360,640
f850fffb1dd6932ee63bc04d8c1fdd40,32.52088443168834,2.230622240349754,0,1080p_0.5M_#793489550_70_30_40.mp4,1080p_0.5M_,1080p,0.5M,Landscape,24.371,793489550_70_30_40.mp4,1080,1920
0a10358165899714f1f7c0c9530df8a8,32.68753905969027,2.9089462033291325,0,1080p_1M_#835949638_121_55_65.mp4,1080p_1M_,1080p,1M,Landscape,29.0,835949638_121_55_65.mp4,1080,1920
d2805bf475c6940a9e12ffe99ecd4aab,32.752714259429965,2.941099340192972,0,360p_0.2M_#809979172_13_1_11.mp4,360p_0.2M_,360p,0.2M,Landscape,30.0,809979172_13_1_11.mp4,360,640
970250fdd6822d46af547e8d9f4bdc1f,32.763710521438256,2.4800354712530672,0,720p_0.5M_#655913885_897_443_453.mp4,720p_0.5M_,720p,0.5M,Landscape,29.09,655913885_897_443_453.mp4,720,1280
98f045087564fc039bd61486f627fe69,32.7739684162025,3.0540239389051225,0,720p_0.5M_#835949638_121_55_65.mp4,720p_0.5M_,720p,0.5M,Landscape,29.0,835949638_121_55_65.mp4,720,1280
8f54c4be55859696f7bd97ff46bd49af,32.789376469756746,3.149806249940916,0,360p_0.2M_#714725132_91_40_50.mp4,360p_0.2M_,360p,0.2M,Landscape,30.0,714725132_91_40_50.mp4,360,640
86211b47e1c71d3b2dc1391045b95794,32.84011819011238,2.554349194932675,0,360p_0.2M_#759535547_209_99_109.mp4,360p_0.2M_,360p,0.2M,Landscape,59.94,759535547_209_99_109.mp4,360,640
35ad72d70487b98b6ef6f7e574851f63,32.8721636261029,2.654587723370247,0,360p_0.2M_#765437320_327_158_168.mp4,360p_0.2M_,360p,0.2M,Landscape,30.0,765437320_327_158_168.mp4,360,640
0551467bd194a872b6da59b00b7647ae,32.97594670407995,3.1180876116007865,0,1080p_0.5M_#753252427_646_318_328.mp4,1080p_0.5M_,1080p,0.5M,Landscape,30.0,753252427_646_318_328.mp4,1080,1920
5e3b09b45c2bb937f17bb2bf0e94fb17,32.984933325895305,3.230248745565942,0,360p_0.2M_#689425538_74_32_42.mp4,360p_0.2M_,360p,0.2M,Portrait,30.0,689425538_74_32_42.mp4,640,360
7ce4504f878653d6cd420e3c908695b7,33.321232020301856,3.3086588667735177,0,1080p_0.5M_#735793364_15_2_12.mp4,1080p_0.5M_,1080p,0.5M,Landscape,30.0,735793364_15_2_12.mp4,1080,1920
89d48abdb9178f66554c816901bb63cf,33.384416341077184,2.7850472456221524,0,360p_0.2M_#712094374_5_0_5.mp4,360p_0.2M_,360p,0.2M,Landscape,30.0,712094374_5_0_5.mp4,360,640
3b5f05cf4d517ab7847aebc64a6bc41d,33.43603821798552,1.9780789202222704,0,360p_0.2M_#657383109_106_47_57.mp4,360p_0.2M_,360p,0.2M,Portrait,59.94,657383109_106_47_57.mp4,640,360
a4a69afba327fa040c1690051a2efbe6,33.44651170977158,2.9370681496785265,0,1080p_0.5M_#871637913_137_63_73.mp4,1080p_0.5M_,1080p,0.5M,Portrait,29.97,871637913_137_63_73.mp4,1920,1080
6d17438771d6065c8750f85c1a0f325c,33.6072039293775,2.956830069923108,0,1080p_0.5M_#713124387_424_206_216.mp4,1080p_0.5M_,1080p,0.5M,Portrait,30.0,713124387_424_206_216.mp4,1920,1080
c353fdbde64922f11bf99bdc690eb5f1,33.679333333373926,2.392029715008233,0,360p_0.2M_#793489550_70_30_40.mp4,360p_0.2M_,360p,0.2M,Landscape,24.371,793489550_70_30_40.mp4,360,640
afef3fd14565c2a985ea70636e321637,33.695653409790594,2.712891779276509,0,720p_2M_#835949638_121_55_65.mp4,720p_2M_,720p,2M,Landscape,29.0,835949638_121_55_65.mp4,720,1280
b16fec96c9131c1ab26a02c217c77db3,33.74349638688816,2.4074825755850555,0,1080p_0.5M_#764630636_387_188_198.mp4,1080p_0.5M_,1080p,0.5M,Landscape,29.97,764630636_387_188_198.mp4,1080,1920
8279ec2bdf6d3459398022e1dc9515a2,33.86125134180598,2.197064395920824,0,360p_0.2M_#787808762_15_2_12.mp4,360p_0.2M_,360p,0.2M,Portrait,29.97,787808762_15_2_12.mp4,640,360
ce943f087f74f982599c5481117e2e14,33.939190491731694,2.803709191621265,0,1080p_0.5M_#886386682_12_1_11.mp4,1080p_0.5M_,1080p,0.5M,Portrait,29.97,886386682_12_1_11.mp4,1920,1080
0e372303c7ae6032f01ead0c898ab739,33.957860966551344,3.4887379479316305,1,1080p_ref_#835949638_121_55_65.mp4,1080p_ref_,ref,ref,Landscape,29.0,835949638_121_55_65.mp4,1080,1920
6a8683736cf754cb12b40c106f8ca56e,34.26706744867857,3.2077625681469093,0,1080p_3M_#835949638_121_55_65.mp4,1080p_3M_,1080p,3M,Landscape,29.0,835949638_121_55_65.mp4,1080,1920
65578e420582a38011f7d5976e4e8b20,34.345338152204626,3.0908854425907912,0,720p_0.5M_#872224182_8_0_8.mp4,720p_0.5M_,720p,0.5M,Landscape,30.0,872224182_8_0_8.mp4,720,1280
f4839a4bd67ea4b9bf45f73b1a5b15de,34.35371082306223,2.8086132744293324,0,720p_2M_#655913885_897_443_453.mp4,720p_2M_,720p,2M,Landscape,29.09,655913885_897_443_453.mp4,720,1280
0f694787ffb75113a338fa059f3f6c14,34.39498510773767,2.745678124934237,0,1080p_0.5M_#758303283_232_111_121.mp4,1080p_0.5M_,1080p,0.5M,Landscape,60.0,758303283_232_111_121.mp4,1080,1920
722d683903d36bb16078e1df179ea4cd,34.414394035467566,2.613547328475821,0,360p_0.2M_#816087905_164_77_87.mp4,360p_0.2M_,360p,0.2M,Portrait,59.94,816087905_164_77_87.mp4,640,360
45cf62d7513519298f9a01be7ff16d49,34.49646085201129,2.3734097315497893,0,360p_0.2M_#838090822_40_15_25.mp4,360p_0.2M_,360p,0.2M,Portrait,30.0,838090822_40_15_25.mp4,640,360
